Age;Gender;MarStat;Housing;Educ;Inc_Gr;Children;IQ;Client;rate;cost_type;Default_flg
31;1;4;2;3;4;1;97,33122127;9967;0,05;www;0
34;1;1;2;3;4;2;108,7355319;62;0,05;www;0
35;1;1;2;3;4;2;115,2586008;449;0,05;www;0
36;1;4;2;3;4;2;108,2754384;1233;0,05;www;0
29;1;4;1;3;4;3;94,44308358;1285;0,05;www;0
35;1;1;1;3;4;2;104,7805953;1658;0,05;www;1
37;1;4;2;3;4;2;115,37736;1828;0,05;www;0
36;1;1;2;3;4;2;108,5939297;2063;0,05;www;0
37;1;1;1;3;4;0;114,4425319;2914;0,05;www;0
30;1;1;1;3;4;2;96,6766109;3581;0,05;www;0
31;1;1;1;3;4;0;108,4960903;4315;0,05;www;0
35;1;1;2;3;4;2;110,8966095;4857;0,05;www;0
33;1;4;2;3;4;0;96,82463393;5126;0,05;www;0
29;1;1;1;3;4;0;88,99329111;5197;0,05;www;0
38;1;1;1;3;4;0;115,1456319;5606;0,05;www;0
37;1;4;2;3;4;2;115,2330426;5937;0,05;www;0
37;1;1;2;3;4;2;111,1982584;6686;0,05;www;0
34;1;4;2;3;4;2;107,1028038;7509;0,05;www;0
34;1;1;2;3;4;2;101,6861827;7589;0,05;www;0
36;1;1;1;3;4;0;111,5678841;7751;0,05;www;0
32;1;1;2;3;4;0;101,0380208;7775;0,05;www;0
36;1;1;2;3;4;2;114,4438998;7957;0,05;www;0
38;1;4;2;3;4;2;110,3296301;8109;0,05;www;0
30;1;4;2;3;4;2;97,33483396;8918;0,05;www;0
34;1;4;2;3;4;3;108,6299708;9601;0,05;www;0
32;1;1;2;2;3;1;105,9778834;2504;0,05;www;0
37;1;1;2;2;3;1;110,8848941;7993;0,05;www;0
38;1;4;1;2;3;1;113,2595741;9954;0,05;www;0
36;1;1;1;2;3;2;107,4768418;2427;0,05;www;0
32;1;1;2;2;3;2;100,2071164;3249;0,05;www;0
35;1;4;1;2;3;0;109,6269082;4419;0,05;www;0
32;1;4;2;2;3;2;108,1208352;7073;0,05;www;0
28;1;4;1;2;3;0;86,92547176;7105;0,05;www;0
35;1;4;1;2;3;2;106,6034595;7342;0,05;www;0
32;1;1;2;2;3;2;99,97719722;7478;0,05;www;0
31;1;1;1;2;3;0;91,43063135;7705;0,05;www;0
33;1;4;1;2;3;2;97,9369703;8870;0,05;www;0
36;1;4;1;2;3;2;115,4944639;9209;0,05;www;0
30;1;4;2;4;4;1;91,75697828;56;0,05;www;0
35;1;1;1;1;1;1;110,6449784;198;0,05;www;0
33;1;1;1;1;1;1;101,0598392;443;0,05;www;0
29;1;4;1;4;4;1;103,2206637;633;0,05;www;0
34;1;4;1;2;2;1;113,5523203;883;0,05;www;0
30;1;4;1;4;4;1;96,91190531;942;0,05;www;0
34;1;4;2;2;2;1;107,9209718;1083;0,05;www;0
34;1;4;2;1;1;1;113,6657503;1226;0,05;www;1
28;1;1;1;2;2;1;80,49842959;1268;0,05;www;0
28;1;4;2;4;4;1;87,73354801;1480;0,05;www;0
32;1;1;2;2;2;1;101,6622114;1664;0,05;www;0
34;1;1;2;2;2;1;113,5213327;1804;0,05;www;0
28;1;4;2;4;4;1;96,16746876;1836;0,05;www;0
30;1;1;1;1;2;1;98,96794209;2208;0,05;www;0
34;1;4;1;1;1;1;106,2480258;2445;0,05;www;0
28;1;4;1;4;4;1;91,499294;2477;0,05;www;0
33;1;4;1;1;1;1;100,8817944;2510;0,05;www;0
34;1;1;2;2;2;1;111,7631683;2550;0,05;www;1
31;1;1;2;4;4;1;101,2449139;2706;0,05;www;0
29;1;4;2;1;1;1;98,66330463;3536;0,05;www;0
35;1;4;1;1;1;1;111,9955504;3902;0,05;www;0
34;1;1;2;1;1;1;111,9321588;4222;0,05;www;0
31;1;1;1;1;1;1;103,378116;4255;0,05;www;0
31;1;4;1;1;1;1;96,78620925;4441;0,05;www;0
33;1;4;2;1;1;1;107,6308271;4842;0,05;www;0
32;1;1;1;1;2;1;100,9119747;5160;0,05;www;0
30;1;4;2;1;1;1;101,8903219;5229;0,05;www;0
34;1;4;1;2;2;1;114,3894092;5344;0,05;www;0
33;1;4;1;4;4;1;110,8152723;5431;0,05;www;0
31;1;1;1;4;4;1;98,1893517;5749;0,05;www;0
34;1;4;1;1;2;1;110,8221883;5826;0,05;www;0
32;1;1;1;1;2;1;105,7354009;6103;0,05;www;0
34;1;4;2;1;1;1;109,9943938;6513;0,05;www;0
33;1;4;1;1;1;1;115,7275525;6882;0,05;www;1
36;1;1;1;1;1;1;114,6434451;6966;0,05;www;0
33;1;1;1;1;1;1;102,1169954;6971;0,05;www;0
32;1;1;2;2;2;1;95,16010466;7355;0,05;www;0
31;1;4;1;2;2;1;96,15521335;7457;0,05;www;0
35;1;1;1;1;2;1;113,4250212;7599;0,05;www;0
31;1;1;1;1;1;1;95,74091952;7684;0,05;www;0
36;1;1;1;1;1;1;114,1977198;7691;0,05;www;0
30;1;1;1;4;4;1;95,92163466;7708;0,05;www;0
31;1;4;2;1;1;1;101,2415394;7904;0,05;www;0
33;1;4;2;1;2;1;105,3563674;8148;0,05;www;0
31;1;1;1;4;4;1;99,49315718;8245;0,05;www;0
36;1;1;2;2;2;1;110,0169798;8373;0,05;www;0
32;1;4;1;2;2;1;108,4037345;8955;0,05;www;0
39;1;4;1;4;4;1;114,8096662;9010;0,05;www;0
31;1;1;1;1;2;1;97,1718281;9163;0,05;www;0
29;1;1;2;1;1;1;84,32174339;9237;0,05;www;0
30;1;4;1;1;2;1;90,14582072;9371;0,05;www;0
36;1;1;1;1;1;1;114,9392781;9378;0,05;www;1
36;1;4;1;4;4;1;112,2386475;9440;0,05;www;0
34;1;4;1;4;4;1;111,1497661;9543;0,05;www;0
28;1;4;1;4;4;1;99,92841152;9625;0,05;www;0
34;1;4;2;1;1;1;104,7971535;9922;0,05;www;0
32;1;4;2;1;1;1;104,1549853;9968;0,05;www;0
34;1;1;2;4;4;1;110,2113069;9997;0,05;www;0
29;1;1;2;1;1;0;89,6051946;132;0,05;www;0
31;1;4;1;4;4;2;102,1716889;155;0,05;www;0
31;1;4;2;1;2;2;95,89349663;159;0,05;www;0
28;1;1;1;4;4;0;86,33331093;226;0,05;www;0
37;1;1;1;1;1;0;111,9293437;438;0,05;www;0
33;1;1;1;1;1;2;98,38522922;440;0,05;www;0
36;1;4;1;1;1;0;111,5151691;675;0,05;www;0
35;1;4;1;1;1;2;105,0837524;1055;0,05;www;0
35;1;4;1;1;2;2;114,5899795;1062;0,05;www;0
31;1;1;1;1;2;2;96,08672724;1078;0,05;www;0
34;1;4;2;2;2;0;107,220367;1109;0,05;www;0
31;1;1;2;4;4;2;102,5045086;1279;0,05;www;0
39;1;1;2;1;1;2;115,9949974;1321;0,05;www;0
29;1;4;1;2;2;3;96,78515334;1350;0,05;www;0
35;1;4;2;2;2;2;113,9503765;1380;0,05;www;0
31;1;1;2;4;4;0;98,51870493;1393;0,05;www;0
34;1;1;2;2;2;0;113,042292;1441;0,05;www;0
31;1;1;1;1;1;2;101,1185475;1518;0,05;www;0
38;1;1;1;4;4;2;110,6472237;1563;0,05;www;0
30;1;1;2;4;4;2;93,26199239;1683;0,05;www;0
33;1;4;1;4;4;0;99,78368695;1923;0,05;www;0
28;1;1;2;1;1;2;88,54989289;1976;0,05;www;0
33;1;4;1;2;2;2;101,2565512;1982;0,05;www;0
34;1;4;1;4;4;2;112,2871037;2079;0,05;www;0
30;1;4;2;2;2;2;100,0650296;2242;0,05;www;0
34;1;1;2;1;1;2;107,6502956;2369;0,05;www;0
31;1;4;2;2;2;0;106,9281518;2486;0,05;www;0
36;1;1;2;4;4;0;111,866055;2770;0,05;www;0
37;1;4;1;1;1;2;109,7865485;2783;0,05;www;0
34;1;4;2;4;4;2;108,4100948;2785;0,05;www;1
35;1;4;1;2;2;2;113,2097202;2810;0,05;www;0
32;1;1;2;1;1;2;106,5009823;2814;0,05;www;0
29;1;4;1;1;1;2;100,3743168;2873;0,05;www;0
32;1;1;2;4;4;0;94,73727917;2895;0,05;www;0
34;1;1;1;2;2;0;114,6909705;3358;0,05;www;0
38;1;1;2;1;2;2;109,3649875;3584;0,05;www;0
35;1;1;1;1;1;2;104,6198998;3976;0,05;www;0
37;1;4;2;1;2;3;112,6259971;3991;0,05;www;0
33;1;4;1;1;1;2;110,8862359;4042;0,05;www;0
36;1;1;1;1;1;2;114,7165165;4089;0,05;www;0
37;1;4;1;1;2;2;115,4425954;4116;0,05;www;0
29;1;1;1;1;1;2;95,18818186;4290;0,05;www;1
35;1;1;2;1;2;2;109,7942612;4320;0,05;www;1
31;1;4;1;1;1;2;100,1665237;4389;0,05;www;0
31;1;4;2;2;2;2;103,2091718;4437;0,05;www;0
28;1;1;2;4;4;2;92,50705267;4498;0,05;www;0
31;1;1;1;1;1;2;104,6433278;4790;0,05;www;0
33;1;4;1;4;4;2;100,1023162;4907;0,05;www;0
34;1;4;2;1;2;2;102,1120651;4927;0,05;www;0
29;1;1;1;1;2;0;83,25917771;5147;0,05;www;0
32;1;1;1;2;2;2;102,1475183;5362;0,05;www;0
32;1;4;2;1;1;0;105,160872;5620;0,05;www;0
30;1;4;1;2;2;2;95,96571226;5670;0,05;www;0
36;1;4;1;2;2;3;111,4837056;5709;0,05;www;0
34;1;1;1;1;2;2;107,6074957;5715;0,05;www;0
29;1;4;2;1;1;0;90,30792687;5779;0,05;www;0
35;1;4;1;1;2;2;112,7505304;6053;0,05;www;0
31;1;1;2;1;1;0;90,70696802;6071;0,05;www;0
29;1;1;1;2;2;0;97,54588966;6182;0,05;www;0
34;1;4;2;4;4;2;102,3768953;6254;0,05;www;0
35;1;4;1;1;2;0;107,5156709;6405;0,05;www;0
36;1;1;2;1;2;2;115,8207305;6551;0,05;www;0
30;1;1;2;1;1;2;104,4245104;6896;0,05;www;0
28;1;4;1;4;4;2;88,67456162;6908;0,05;www;0
28;1;1;2;1;1;2;91,04110532;7023;0,05;www;0
30;1;1;2;4;4;0;90,41109656;7141;0,05;www;0
33;1;1;2;2;2;0;108,1614918;7286;0,05;www;1
32;1;4;1;4;4;2;91,86007708;7301;0,05;www;0
32;1;1;2;1;1;2;100,01538;7519;0,05;www;0
34;1;1;1;1;2;0;98,89621486;7569;0,05;www;0
35;1;4;1;1;2;2;113,2604154;7608;0,05;www;0
33;1;1;1;1;1;2;98,51899645;7749;0,05;www;0
31;1;4;1;4;4;0;87,29217358;7783;0,05;www;0
31;1;4;1;1;1;2;107,4781996;7804;0,05;www;1
37;1;1;1;1;1;2;111,5777713;7870;0,05;www;0
35;1;1;2;2;2;2;104,0968413;7945;0,05;www;0
28;1;4;2;1;1;2;91,63451866;7977;0,05;www;0
30;1;1;2;2;2;0;90,54736788;8211;0,05;www;0
32;1;4;2;1;2;2;100,394706;8243;0,05;www;0
34;1;1;2;1;2;0;108,8670142;8308;0,05;www;0
28;1;4;1;4;4;2;89,82244502;8436;0,05;www;0
36;1;1;1;1;2;0;110,4793329;8615;0,05;www;0
29;1;1;1;4;4;2;97,86343874;8960;0,05;www;0
31;1;1;1;4;4;2;103,9735816;9059;0,05;www;0
30;1;1;2;4;4;2;110,3831179;9119;0,05;www;0
39;1;4;2;2;2;0;114,4150519;9334;0,05;www;0
35;1;4;2;1;2;2;109,839569;9526;0,05;www;0
33;1;4;2;1;2;2;111,7096768;9768;0,05;www;0
33;1;4;2;4;4;2;107,5763338;9861;0,05;www;0
34;1;1;3;3;3;1;110,2855688;387;0,05;www;0
37;1;4;3;3;3;1;110,5423941;2042;0,05;www;0
31;1;1;3;3;3;1;93,09784868;2372;0,05;www;0
30;1;4;3;3;3;1;108,9555917;3622;0,05;www;0
36;1;1;3;3;3;1;112,490004;5318;0,05;www;0
30;1;1;3;3;3;1;97,45137501;6267;0,05;www;0
34;1;4;3;3;3;1;105,2695092;6343;0,05;www;0
31;1;4;3;3;3;1;98,10707253;6851;0,05;www;0
31;1;1;3;3;3;1;108,5921151;7192;0,05;www;0
33;1;4;3;3;3;1;104,05779;8064;0,05;www;0
39;1;4;3;3;3;0;115,8376299;511;0,05;www;0
28;1;1;3;3;3;0;83,26887972;1202;0,05;www;0
36;1;1;3;3;3;0;113,744274;1806;0,05;www;0
35;1;4;3;3;3;2;102,1250751;2071;0,05;www;0
35;1;1;3;3;3;0;115,8876521;2092;0,05;www;0
34;1;4;3;3;3;2;105,8230751;2436;0,05;www;0
37;1;4;3;3;3;2;108,6009327;2986;0,05;www;0
36;1;4;3;3;3;2;106,5281076;3055;0,05;www;0
32;1;1;3;3;3;2;101,1032953;3529;0,05;www;0
29;1;4;3;3;3;2;92,70928953;3709;0,05;www;0
32;1;1;3;3;3;2;101,6565261;4147;0,05;www;0
35;1;4;3;3;3;2;102,6604183;4294;0,05;www;0
32;1;1;3;3;3;2;96,75991102;4386;0,05;www;0
33;1;4;3;3;3;2;105,1544153;4987;0,05;www;0
32;1;4;3;3;3;2;102,3882934;5219;0,05;www;0
31;1;1;3;3;3;2;98,94546154;5442;0,05;www;0
32;1;1;3;3;3;2;105,2454521;5674;0,05;www;0
34;1;1;3;3;3;2;104,9074747;6458;0,05;www;0
29;1;1;3;3;3;2;92,3232771;7053;0,05;www;0
28;1;4;3;3;3;0;94,58973424;7785;0,05;www;0
31;1;4;3;3;3;2;94,17382535;7942;0,05;www;0
34;1;4;3;3;3;3;108,2311787;8514;0,05;www;1
34;1;4;3;3;3;0;106,7746798;8665;0,05;www;0
38;1;1;3;3;3;0;113,5814603;8690;0,05;www;0
34;1;4;3;3;4;1;100,6458375;5;0,05;www;0
35;1;1;3;3;4;1;114,6772555;4728;0,05;www;0
31;1;4;3;3;4;1;97,54714303;8274;0,05;www;0
31;1;1;3;3;4;1;102,3299965;8477;0,05;www;0
30;1;4;3;3;4;2;99,22053319;469;0,05;www;0
34;1;1;3;3;4;2;104,1289216;695;0,05;www;0
30;1;1;3;3;4;2;95,18251861;994;0,05;www;0
32;1;1;3;3;4;2;97,42595823;1184;0,05;www;0
34;1;4;3;3;4;2;103,9453782;1464;0,05;www;0
30;1;4;3;3;4;2;93,87912805;1538;0,05;www;0
35;1;1;3;3;4;0;112,9716915;1640;0,05;www;0
32;1;4;3;3;4;2;110,3686784;1968;0,05;www;0
28;1;4;3;3;4;2;97,30037269;2365;0,05;www;0
37;1;4;3;3;4;2;114,7549593;3684;0,05;www;0
32;1;1;3;3;4;2;101,299776;3817;0,05;www;0
31;1;1;3;3;4;0;94,75410574;3878;0,05;www;0
30;1;1;3;3;4;2;98,50377138;4341;0,05;www;0
37;1;4;3;3;4;2;109,4900822;4397;0,05;www;0
32;1;4;3;3;4;2;97,93997775;4893;0,05;www;0
31;1;4;3;3;4;2;97,26622789;5062;0,05;www;0
36;1;4;3;3;4;2;112,652668;5078;0,05;www;0
35;1;1;3;3;4;2;111,1184236;5238;0,05;www;0
31;1;4;3;3;4;0;106,2705048;6400;0,05;www;0
30;1;1;3;3;4;0;98,76051624;6601;0,05;www;0
28;1;4;3;3;4;2;93,78785671;7805;0,05;www;0
37;1;4;3;3;4;2;115,8435978;7918;0,05;www;0
35;1;4;3;3;4;2;105,7026445;7992;0,05;www;0
30;1;1;3;2;3;1;93,05475792;7724;0,05;www;0
38;1;4;3;2;3;0;115,3513764;377;0,05;www;0
32;1;4;3;2;3;2;105,8305205;990;0,05;www;0
39;1;1;3;2;3;2;112,1548226;1542;0,05;www;0
33;1;1;3;2;3;0;107,0951948;2138;0,05;www;0
31;1;4;3;2;3;0;97,61462667;2488;0,05;www;0
36;1;4;3;2;3;3;112,4617239;4797;0,05;www;0
35;1;4;3;2;3;2;113,5901709;6033;0,05;www;0
37;1;1;3;2;3;0;113,8458887;6558;0,05;www;0
29;1;1;3;2;3;2;89,59791475;8641;0,05;www;0
35;1;4;3;2;3;0;110,5374862;8643;0,05;www;0
39;1;1;3;1;1;1;114,1154767;193;0,05;www;0
32;1;4;3;1;2;1;106,6277498;884;0,05;www;0
30;1;1;3;2;2;1;101,9381371;1558;0,05;www;0
31;1;4;3;2;2;1;103,2982686;1831;0,05;www;0
29;1;1;3;1;2;1;89,34998223;3065;0,05;www;0
28;1;4;3;1;2;1;91,27193335;3184;0,05;www;0
30;1;4;3;4;4;1;90,64304095;3365;0,05;www;0
36;1;4;3;1;1;1;114,5409231;3585;0,05;www;0
37;1;1;3;2;2;1;111,9753881;3711;0,05;www;0
28;1;1;3;1;1;1;90,86464472;3962;0,05;www;0
35;1;4;3;1;1;1;103,736262;4205;0,05;www;0
34;1;4;3;4;4;1;101,6692972;4282;0,05;www;0
34;1;1;3;1;1;1;111,5092983;4297;0,05;www;0
29;1;4;3;4;4;1;90,72275143;4307;0,05;www;0
33;1;1;3;1;1;1;112,4568139;4788;0,05;www;0
32;1;4;3;4;4;1;102,3551298;5235;0,05;www;0
32;1;4;3;1;1;1;106,320466;5924;0,05;www;0
34;1;1;3;4;4;1;101,0302815;6326;0,05;www;0
28;1;4;3;2;2;1;83,80666239;6651;0,05;www;0
29;1;4;3;1;1;1;97,31358722;7109;0,05;www;0
36;1;1;3;2;2;1;109,6151866;7762;0,05;www;0
33;1;1;3;1;1;1;102,4355974;8162;0,05;www;0
34;1;4;3;4;4;1;106,1536566;8953;0,05;www;0
32;1;4;3;1;1;1;98,94426359;8965;0,05;www;0
36;1;1;3;1;1;1;114,2998523;9139;0,05;www;0
31;1;4;3;1;1;1;96,26304177;9537;0,05;www;0
30;1;4;3;1;1;2;95,66785139;153;0,05;www;0
32;1;1;3;4;4;2;101,0121041;270;0,05;www;0
34;1;1;3;2;2;0;110,9729708;286;0,05;www;0
30;1;4;3;1;1;2;90,21195251;640;0,05;www;0
29;1;1;3;2;2;2;82,54427067;682;0,05;www;0
28;1;1;3;1;2;0;93,59735189;711;0,05;www;0
35;1;1;3;1;2;0;110,4104376;774;0,05;www;0
34;1;4;3;1;1;2;110,6872786;786;0,05;www;0
28;1;1;3;1;1;2;100,2380783;814;0,05;www;0
37;1;4;3;4;4;2;107,4836315;846;0,05;www;0
35;1;1;3;1;1;3;111,1922563;1013;0,05;www;0
37;1;1;3;1;1;0;107,8317196;1044;0,05;www;0
34;1;4;3;1;1;0;105,0377235;1153;0,05;www;0
35;1;4;3;1;2;0;105,8022543;1457;0,05;www;0
32;1;4;3;1;2;0;102,6227249;1911;0,05;www;1
34;1;4;3;1;2;2;106,394475;2177;0,05;www;0
28;1;4;3;2;2;3;88,56612266;2195;0,05;www;0
29;1;1;3;2;2;2;95,7790166;2420;0,05;www;0
34;1;4;3;4;4;2;107,8629834;2590;0,05;www;0
30;1;1;3;1;2;0;94,92445567;2843;0,05;www;0
33;1;1;3;4;4;2;104,2996206;2909;0,05;www;0
29;1;1;3;2;2;2;82,85422618;2949;0,05;www;0
32;1;1;3;1;1;0;101,1173826;3000;0,05;www;0
36;1;4;3;2;2;2;111,931425;3254;0,05;www;0
34;1;4;3;4;4;0;114,4667913;3276;0,05;www;0
35;1;4;3;1;2;2;107,4769679;3720;0,05;www;0
30;1;4;3;4;4;2;90,26719458;3743;0,05;www;0
31;1;4;3;2;2;2;97,24596842;3770;0,05;www;0
33;1;1;3;4;4;2;107,2652108;3777;0,05;www;0
32;1;1;3;1;1;2;97,74234961;4150;0,05;www;0
30;1;4;3;4;4;2;93,65094445;4424;0,05;www;0
29;1;4;3;1;1;2;95,42977038;4609;0,05;www;0
31;1;1;3;2;2;2;105,3595565;4613;0,05;www;0
31;1;1;3;1;1;2;99,92218726;5433;0,05;www;0
33;1;4;3;1;1;2;109,2106641;5517;0,05;www;0
29;1;4;3;1;1;0;97,34756265;5721;0,05;www;0
28;1;1;3;4;4;0;96,2800133;6083;0,05;www;0
31;1;1;3;1;2;2;97,8326544;6499;0,05;www;0
30;1;4;3;1;1;2;100,6752907;6885;0,05;www;0
30;1;4;3;1;1;2;89,8021015;6891;0,05;www;0
36;1;1;3;1;1;2;112,8833517;7131;0,05;www;0
32;1;4;3;1;2;3;95,92360013;7178;0,05;www;0
31;1;4;3;4;4;2;100,8112186;7504;0,05;www;0
34;1;4;3;1;1;2;106,1570748;7657;0,05;www;0
36;1;1;3;4;4;2;112,3872098;8124;0,05;www;0
35;1;4;3;4;4;2;107,6668054;8694;0,05;www;0
34;1;4;3;1;1;2;113,2827908;8723;0,05;www;0
32;1;1;3;1;1;2;96,85368322;8810;0,05;www;0
29;1;4;3;2;2;2;80,37717422;9111;0,05;www;0
36;1;4;3;1;1;0;103,227114;9472;0,05;www;1
35;1;4;3;2;2;2;114,7834448;9567;0,05;www;0
29;1;4;4;3;3;1;87,1879059;255;0,05;www;0
36;1;4;4;3;3;1;113,2364698;1259;0,05;www;0
33;1;4;4;3;3;1;106,0616971;1450;0,05;www;0
35;1;4;4;3;3;1;114,9390642;1855;0,05;www;0
32;1;4;4;3;3;1;104,4490934;2350;0,05;www;0
31;1;4;4;3;3;1;104,7812808;2673;0,05;www;0
39;1;4;4;3;3;1;114,6698705;3596;0,05;www;0
31;1;1;4;3;3;1;100,7084123;4533;0,05;www;0
31;1;1;4;3;3;1;100,0353396;5357;0,05;www;0
32;1;1;4;3;3;1;98,09651941;6292;0,05;www;0
35;1;1;4;3;3;1;104,8071314;6584;0,05;www;0
35;1;4;4;3;3;1;104,1901395;6595;0,05;www;0
32;1;4;4;3;3;1;104,8487387;6612;0,05;www;0
33;1;1;4;3;3;1;100,5180382;8146;0,05;www;0
33;1;4;4;3;3;2;98,50094871;16;0,05;www;0
28;1;4;4;3;3;2;86,13674819;249;0,05;www;0
35;1;4;4;3;3;2;108,1767842;279;0,05;www;0
34;1;4;4;3;3;0;100,7909493;530;0,05;www;0
31;1;1;4;3;3;0;93,93345996;1556;0,05;www;0
31;1;1;4;3;3;0;100,9169075;1598;0,05;www;0
37;1;4;4;3;3;2;115,4402394;3152;0,05;www;0
37;1;4;4;3;3;2;115,8527907;3230;0,05;www;0
35;1;4;4;3;3;2;112,978752;3509;0,05;www;0
35;1;1;4;3;3;0;107,5171245;4094;0,05;www;0
30;1;1;4;3;3;2;92,04986389;4817;0,05;www;0
30;1;1;4;3;3;2;95,84606858;4847;0,05;www;0
33;1;4;4;3;3;0;103,8281815;5096;0,05;www;0
31;1;1;4;3;3;2;97,70962967;5250;0,05;www;0
31;1;1;4;3;3;2;104,568548;5652;0,05;www;0
28;1;4;4;3;3;2;90,17512866;5714;0,05;www;0
31;1;1;4;3;3;0;99,95793472;5728;0,05;www;0
28;1;4;4;3;3;2;89,21616797;6506;0,05;www;0
28;1;4;4;3;3;0;94,70933795;6640;0,05;www;0
36;1;1;4;3;3;0;103,3200357;6676;0,05;www;0
32;1;1;4;3;3;0;105,1819276;7176;0,05;www;0
35;1;4;4;3;3;2;106,6639388;7309;0,05;www;0
34;1;1;4;3;3;0;102,0878714;7728;0,05;www;0
32;1;4;4;3;3;0;98,09778224;8485;0,05;www;0
36;1;1;4;3;3;2;111,8392878;8560;0,05;www;0
32;1;1;4;3;3;2;104,9730603;9410;0,05;www;0
30;1;1;4;3;3;2;94,89296762;9501;0,05;www;0
33;1;1;4;3;4;1;101,3437487;4298;0,05;www;0
29;1;4;4;3;4;1;93,1431618;4825;0,05;www;0
30;1;1;4;3;4;1;93,37707745;5254;0,05;www;0
37;1;4;4;3;4;1;110,9487754;5940;0,05;www;0
32;1;1;4;3;4;1;105,8957391;7137;0,05;www;0
35;1;1;4;3;4;1;114,9215768;7622;0,05;www;0
29;1;4;4;3;4;1;86,07500025;7707;0,05;www;0
30;1;4;4;3;4;1;94,64611803;7984;0,05;www;0
30;1;1;4;3;4;2;91,6695008;1869;0,05;www;0
29;1;1;4;3;4;2;91,00650665;1955;0,05;www;0
28;1;4;4;3;4;2;89,88706142;3526;0,05;www;0
36;1;4;4;3;4;2;112,8627318;5912;0,05;www;0
36;1;4;4;3;4;2;113,2129606;6730;0,05;www;0
32;1;4;4;3;4;2;96,16100905;7111;0,05;www;0
35;1;1;4;3;4;0;110,3146131;8277;0,05;www;0
31;1;4;4;3;4;2;106,5721409;8625;0,05;www;0
31;1;4;4;3;4;2;97,52339208;8912;0,05;www;0
31;1;4;4;3;4;0;102,1387638;9631;0,05;www;0
29;1;4;4;2;3;1;92,92213906;6046;0,05;www;0
29;1;4;4;2;3;1;91,71188606;6856;0,05;www;0
30;1;4;4;2;3;3;92,00688433;1527;0,05;www;0
35;1;1;4;2;3;2;112,8571679;4895;0,05;www;0
31;1;4;4;2;3;0;109,1025937;5319;0,05;www;0
33;1;1;4;2;3;2;100,5619326;5730;0,05;www;0
28;1;4;4;1;2;1;91,21113474;424;0,05;www;0
37;1;4;4;4;4;1;112,9771493;649;0,05;www;0
33;1;4;4;1;1;1;106,1202091;2125;0,05;www;0
32;1;4;4;1;2;1;111,5282802;2419;0,05;www;0
29;1;1;4;4;4;1;91,5924703;3135;0,05;www;0
31;1;1;4;1;2;1;97,17165966;4325;0,05;www;0
36;1;4;4;1;2;1;114,8404238;4349;0,05;www;0
34;1;1;4;1;1;1;106,8472925;4669;0,05;www;0
35;1;1;4;1;1;1;109,1440295;5371;0,05;www;0
35;1;4;4;1;2;1;110,9887259;6912;0,05;www;0
30;1;4;4;2;2;1;98,14205354;7385;0,05;www;0
33;1;1;4;1;1;1;100,4142716;7458;0,05;www;0
29;1;1;4;1;1;1;93,91939122;7472;0,05;www;0
33;1;1;4;1;1;1;102,4093599;7640;0,05;www;0
34;1;1;4;1;1;1;110,4651329;7905;0,05;www;0
29;1;1;4;2;2;1;95,8147486;8617;0,05;www;0
32;1;4;4;1;1;1;103,1685484;8771;0,05;www;0
34;1;1;4;1;2;1;112,024058;9679;0,05;www;0
29;1;4;4;1;2;0;91,69133259;21;0,05;www;0
29;1;4;4;4;4;2;87,05864268;66;0,05;www;0
30;1;1;4;4;4;0;104,4288336;103;0,05;www;0
30;1;1;4;4;4;2;90,71209966;343;0,05;www;0
30;1;4;4;1;2;0;89,75811996;496;0,05;www;0
30;1;4;4;4;4;0;95,75085607;554;0,05;www;0
31;1;4;4;4;4;2;111,8974234;597;0,05;www;0
30;1;4;4;1;1;2;99,1346231;992;0,05;www;0
33;1;4;4;1;1;2;98,60617996;1242;0,05;www;0
32;1;4;4;2;2;2;98,6207079;1398;0,05;www;0
34;1;1;4;2;2;0;111,0947753;1844;0,05;www;0
34;1;1;4;1;1;2;104,5401546;2840;0,05;www;0
33;1;4;4;1;1;0;98,93981353;3553;0,05;www;0
29;1;4;4;2;2;2;91,10941636;3887;0,05;www;0
31;1;1;4;2;2;2;98,70924553;4011;0,05;www;0
37;1;4;4;1;1;0;108,946676;4050;0,05;www;0
33;1;1;4;1;2;0;112,2461475;4230;0,05;www;0
35;1;1;4;1;2;2;111,4328513;4380;0,05;www;0
35;1;4;4;1;1;2;104,2317064;4981;0,05;www;0
28;1;4;4;1;2;0;93,8541971;5315;0,05;www;0
32;1;4;4;1;2;2;100,7512267;5457;0,05;www;0
34;1;4;4;4;4;0;104,3422475;6076;0,05;www;0
32;1;4;4;1;1;2;93,32664818;6088;0,05;www;0
36;1;4;4;1;2;2;111,9184448;6153;0,05;www;0
33;1;1;4;2;2;0;100,9001186;6534;0,05;www;0
37;1;1;4;1;1;2;112,5992509;7070;0,05;www;0
34;1;4;4;1;1;2;103,4424505;7122;0,05;www;0
37;1;4;4;1;1;2;108,0265615;7395;0,05;www;0
31;1;1;4;4;4;2;93,2814837;7451;0,05;www;0
35;1;4;4;4;4;2;107,4065734;7492;0,05;www;0
33;1;4;4;4;4;2;105,9596998;8285;0,05;www;0
28;1;4;4;1;1;0;89,06867667;8520;0,05;www;0
31;1;1;4;1;1;0;103,3450873;8863;0,05;www;0
32;1;4;4;4;4;2;103,0137061;9145;0,05;www;0
36;1;4;4;4;4;2;115,6502237;9485;0,05;www;0
